,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
52, on 01/28/17 09:55 AM (PST),Venice Smith ,2016 Nissan Altima  2.5 S 4dr Sedan (2.5L 4cyl CVT),4 cylinder with spunk," I love this car.  It is the perfect size, even the back seat is adequate, certainly for shorter rides.  It has a much smoother ride than I expected, particularly since I came from a Lincoln Town car.  Great mileage, and a nice big gas tank mean a great range before having to stop.  Only real criticism as to do with the cheap plastic in the interior that I know will degrade, wear or crack with time and use, specifically the door storage slots.  These were not made to be durable.Update:  I continue to love this car.  It is the perfect size for me as I lug around things for some travel.  I also have not received much in the way of complaints about the back seat.  It's reasonably comfortable - although I'd prefer a bit more lumbar support.  Mileage is very good, getting close to 40 mpg on road trips.",5
53, on 11/13/16 15:01 PM (PST),BRUCE LOESER ,2016 Nissan Altima  3.5 SL 4dr Sedan (3.5L 6cyl CVT),V-6. Sl," Good value,  runs great so far",5
54, on 10/19/16 13:44 PM (PDT),Kaitlyn ,2016 Nissan Altima  2.5 S 4dr Sedan (2.5L 4cyl CVT),Nothing bad to say about this car!," I purchased this car at the end of September 2016. It replaced a 2013 Ford Fiesta SE that had all sorts of transmission problems. I have also owned a dodge, a Chevy and a Toyota. I had wanted to purchase an Altima before I bought the Fiesta, but at the time couldn't afford one. When I went to buy the Altima I had done my research, read reviews and knew exactly what I wanted. I got a smoking deal on this car and could not be happier. So many great things about this car - the seats are SO comfortable, the exterior of the car is beautiful, and I have no complaints about the performance. I've got a little over 2,500 miles on it, currently getting 31 mpg. I do mostly highway driving so I'm hoping the mpg will increase to the 34-39 range that it is rated for. When researching the car I read multiple complaints about the cabin noise at highway speeds. I drive 80 down the highway at least 5 times a week and I can say I don't know what they're talking about. It's not any louder than any other car I've ever driven. Well done with this car Nissan.",5
55, on 10/19/16 12:32 PM (PDT),Eldin ,2016 Nissan Altima  2.5 SL 4dr Sedan (2.5L 4cyl CVT),Good Car with a value for money, ,4
56, on 10/15/16 08:16 AM (PDT),Chris Savarino ,2016 Nissan Altima  2.5 SL 4dr Sedan (2.5L 4cyl CVT),Engineering at its best, The performance vs MPG is unsurpassed especially given the fact that it is only a 4 cylinder. Typically exceed the 39 MPG for highway driving all on regular unleaded. This car moves. No issues whatsoever when merging onto highway or passing. The CVT always makes sure there is plenty of torque either from a dead stop or highway speeds. The new styling makes it look like a mini Maxima. Love this vehicle. One of the better navigation systems I have owned. Simple to use and usually right on the mark. Bose sound system is amazing and pounds when you turn up the dial without distortion. Heated seats and steering wheel are features found on more expensive vehicles.,5
57, on 10/10/16 08:56 AM (PDT),manager ,2016 Nissan Altima  2.5 SR 4dr Sedan (2.5L 4cyl CVT),No test drive needed, Once again Nissan made a car that was so easy to drive and enjoy........But I warn everyone that if you do not spend another $600 for the LED upgrade on the headlights you will not get the boomerang daytime driving lights on your car.                                                                                                                                                     Gas mileage is thru the roof and seating space is ample and comfortable.,5
58, on 10/07/16 10:32 AM (PDT),Lee ,2016 Nissan Altima  2.5 S 4dr Sedan (2.5L 4cyl CVT),'16 Altima - It's still about VALUE and LOOKS good, I want to say how much I saved in my trade by having Edmunds numbers to pull out !!!!!!,5
59, on 09/29/16 13:34 PM (PDT),Norman Smith ,2016 Nissan Altima  3.5 SL 4dr Sedan (3.5L 6cyl CVT),2016 Nissan Altima Led Daytime Running Lights," Unfortunately, you will be very upset to know that even though it appears to have led daytime running lights which all new cars have today. You will not get them even if you buy the most expensive model like I did. Every time  I drive my new 2016 Altima SL (3.5), I see all other cars which are less expensive, driving with their Led Daytime light on. Then I feel cheated and rip off. So buyers beware when purchasing this car.  Everything else with the car is completely fine except for that.",3
60, on 09/25/16 02:36 AM (PDT),dfwscott ,2016 Nissan Altima  2.5 SV 4dr Sedan (2.5L 4cyl CVT),2016 Nissan Altima SV - First Month of Ownership," I will say up front that I went with a Nissan primarily because I have a cousin who works at a local Nissan dealership, but I haven't regretted my decision to buy this car. This is the nicest car I've ever owned. I think the SV model could be the best value in an Altima since you get some wonderful safety features (including rear-cross traffic alert and blind spot alerts) along with some nice upgrade options like dual-zone climate control and the power driver's seat with lumbar. Mine also has the navigation package and the sunroof. While I do hear some road and engine noise in this car, I feel it's quiet enough inside because I can have conversations at normal levels. The front seats are amazingly comfortable. As for acceleration, it's a bit slow off the line, but there's plenty of power in the 4-cylinder model for my needs. It feels solidly planted on the road and I feel safe in it. All in all, it looks sharp inside and out -- it has a great Cayenne Red paint job -- and I've enjoyed my time with it. Plus, the gas mileage is terrific. In the past, I've gone about 6-7 days on a tank of gas, but I can go up to 10 days on a tank of gas with this car.",5
61, on 09/20/16 16:05 PM (PDT),Kumacho ,2016 Nissan Altima  2.5 SL 4dr Sedan (2.5L 4cyl CVT),The 2016 changes make this car.," I am a dyed in the wool gearhead.  I love cars, I have always loved cars.  However, as age caught up to me I felt it was time to leave my Detroit muscle and sports cars behind.  When I first decided to buy a more (as my wife puts it) “Adult” car I looked at the 2013 Altima.  I liked the features but I let the dealership steer me to a Dodge Avenger because that was the only car they had that would be suitable for getting me out of the Audi A6 I was upside down in.  They made it clear they could work the deal on the Dodge but not the Nissan.What a fool I was.  I should have stuck to my guns and not have gotten the Dodge.  When I decided on the Nissan I drove the Kia Optima, Hyundai Sonata, Chevrolet Malibu and the Toyota Camry.While I liked the Optima most of all (2.0 liter turbo) it was more expensive than the others and the dealer wouldn’t deal with us.  The Altima and the Sonata hybrid were actually tied as far as driving and initial quality.  But the Sonata hybrids in the area were all base vehicles and the limited were hard to find.The Malibu and the Toyota were both in last place as a tie.  The Malibu just didn’t have the fit finish and feel of the others.  Cheaper plastics and the infotainment system was not to my liking.  The Camry fell so low because it lacked styling and didn’t seem as advanced as the others.  The Intelligent Cruise Control (ICC) on the Altima works really well.  I was actually very surprised at what it could do.  To test it; I allowed it to slow me all the way to a stop.  When it came to a stop the car sat there for about two seconds and a chime warned me the ICC was turning off.The front seats are nearly lazy boy recliner comfortable.  Nissan’s Zero Gravity seats are not just a gimmick they really are very comfortable.  I find them just as comfortable as the 2005 Audi A6 I had two cars ago.Here is where most people have a problem with the Altima.  They are not accustomed to the Constant Variable Transmission (CVT) and the way it feels.  For a four cylinder car that gets as high as 42mpg on the freeway (I got that on a 180 mile trip) And 0-60 in 8.2 seconds is not that bad for a midsized 2.5l car!  It just doesn’t feel like a normal transmission.  Even in Ds (Sport mode) the transmission doesn’t give shift points really.  It tries to simulate them, but it does fail.  What the CVT doesn’t fail at is giving smooth power at a constant rate and delivers great MPG.I was a little concerned about the reliability issues with the transmission.  Until I read the article about Nissan demanding Jatco (the manufacturer of the CVT) make them right.  Everything I have read shows the early problems were just that, early problems…  I also own a Subaru Outback with a CVT and it feels different.  Much more “slushy” feeling.",5
62, on 09/18/16 14:53 PM (PDT),Deric ,2016 Nissan Altima  3.5 SR 4dr Sedan (3.5L 6cyl CVT),Glad I rented before buying one.," This may be a ok car for short daily drives. For a start, it is lacking off the line. Huge hesitation. Not expecting to smoke tires but more than a kind of ""Ok I'm going."" But we did get good fuel mileage at about 35mpg. Back to the major negative, This is not a car for long trips. Took it for a 12hr vacation trip and was miserable. The drive train and road noise is terrible. At average of 70mph there is way too much noise. The radio as to be turned up so loud to enjoy it that when slowing down to pay tolls you felt like your blasted out of the car. This is with the speed volume controls turned on. Not only that but the car jumps and jitters at every bump. So much so that you can hear every loose piece in the interior rattle. The the seats are not comfortable as my back was sore after one way. My passengers in the back were not anymore comfortable. Only thing good was at least there was good interior space. The headrest is absolutely useless. It's hardness  and angle are not useful. I was half tempted to pull the thing off. I was worried if I was in an accident that I would suffer from a neck injury just from my head hitting the headrest. Now I all fairness, I know I wasn't driving the top of the line version of the car. So I can't expect all the luxury in the world. But a base model should create excitement to want to upgrade to get more from the car. What this base felt like is punishment for going base. I don't want to feel like I have to spend the extra to have a decent car. I want to start with a decent car and then want to upgrade to make it better. This is not a car I would buy just to see if it is worth the extra money.",2
